"TableTitle"	"Variable"	"Units"	"Year"	"Residence"	"Region"	"Wealth.quintle"	"Food.consumption.score.group"	"Value"	"Number.of.households.with.valid.food.consumption.score"
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Rural"	"Western"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Central"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Coast"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Eastern"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nairobi"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"North Eastern"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Nyanza"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Second"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Rift Valley"	"Total"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Fourth"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Highest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Highest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Highest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Highest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Lowest"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Middle"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Middle"	"Borderline"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Middle"	"Poor"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Middle"	"Total"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Second"	"Acceptable"		
"Table 2.6 Food security status"	"Percent distribution of households by food consumption score groups "	"percent"	"2014"	"Total"	"Total"	"Second"	"Borderline"		
